YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2024 Regular Session,HB0023,Maryland Health Benefit Exchange - Qualified Health Plans - Dental Coverage,Repealing a certain provision of law providing that a qualified health plan is not required under certain circumstances to provide essential benefits that duplicate the minimum benefits of qualified dental plans; and repealing the authority of the Maryland Health Benefit Exchange to require children enrolling in a qualified health plan to have essential pediatric dental benefits required by the federal Secretary of Health and Human Services.,"This bill modifies Maryland law regarding qualified health plans certified by the Maryland Health Benefit Exchange. It repeals provisions that allowed qualified health plans to exclude essential benefits that duplicated minimum benefits of qualified dental plans under certain circumstances. Additionally, it removes the authority of the Maryland Health Benefit Exchange to require children enrolling in a qualified health plan to have essential pediatric dental benefits separately. The effect is to ensure that essential pediatric dental benefits are included as part of qualified health plans, rather than being optional or requiring a separate dental plan purchase.",False,2025.0,,,Maryland Health Benefit Exchange,"Qualified individuals and employers purchasing health plans through the Maryland Health Benefit Exchange, children requiring pediatric dental benefits, and health insurance carriers offering qualified health plans in Maryland.",This bill is not innovative in terms of employing new technologies or new approaches to government. It refines existing health insurance regulations to standardize coverage requirements.,1,"By mandating the inclusion of essential pediatric dental benefits within qualified health plans, this bill simplifies access to crucial dental care for children. This removes a potential financial and administrative barrier for low-income families who might have otherwise struggled to afford or navigate separate dental plans, thus directly improving health equity and reducing out-of-pocket burdens for families, which can indirectly impact child poverty.",7
2024 Regular Session,HB0026,"Small, Minority, and Women-Owned Businesses Account - Alterations","Altering the type of financial assistance that may be provided by eligible fund managers who receive grants from the Small, Minority, and Women-Owned Businesses Account in the Department of Commerce to allow grants of up to $10,000 in conjunction with a loan.","This bill amends the types of financial assistance available through the Small, Minority, and Women–Owned Businesses Account, managed by the Maryland Department of Commerce. It expands the definition of assistance from solely ""investment capital and loans"" to ""financial assistance,"" which now includes direct grants. Grants are limited to $10,000 when issued in conjunction with a loan, but larger grants (up to $50,000 per business or nonprofit, with an annual aggregate limit of $10,000,000) are permissible for businesses in federal disaster areas or areas with officially declared emergencies (including Anne Arundel County and the City of Annapolis). The bill also allows for the conversion of existing loans to grants in these emergency situations and clarifies provisions for businesses in the clean energy industry, while maintaining reporting and audit requirements.",False,2024.0,,,Maryland Department of Commerce,"Small, minority, women–owned businesses; veteran–owned businesses (especially in the clean energy industry); nonprofit organizations in specific emergency areas; and eligible fund managers.","The program enhances the flexibility of an existing financial assistance account by explicitly allowing grants, in addition to loans, particularly for businesses impacted by disasters or emergencies. This adaptation makes the assistance more responsive to immediate needs but doesn't introduce fundamentally new technologies or approaches to government services.",3,"The bill aims to support the stability and growth of small, minority, women-owned, and veteran-owned businesses, which can indirectly contribute to job creation and economic stability. While this may lead to increased household incomes and potentially reduce child poverty for families connected to these businesses, the program does not directly target families experiencing child poverty or provide services directly to children.",3
2024 Regular Session,HB0030,Health Insurance – Conformity With Federal Law,"Conforming provisions of State health insurance law with existing federal requirements, including updating effective dates for federal regulations, clarifying federal consumer protection regulations resulting from changes to the federal No Surprises Act, altering the material errors that trigger special enrollment periods, and authorizing the Maryland Health Benefits Exchange to adopt an expanded open enrollment period under certain circumstances.","This bill conforms Maryland's health insurance laws with existing federal requirements. Key changes include updating effective dates for federal regulations, clarifying consumer protection regulations stemming from the federal No Surprises Act, redefining 'material errors' that trigger special enrollment periods, and authorizing the Maryland Health Benefits Exchange to adopt expanded open enrollment periods under specific circumstances.",False,,,,The Commissioner of Insurance; The Maryland Health Benefits Exchange; The federal Department of Health and Human Services,"Maryland residents who have health insurance, eligible employees and their dependents, health insurance carriers, and healthcare providers, particularly those providing emergency services.","This bill primarily focuses on aligning state health insurance laws with existing federal regulations and updating administrative details. It clarifies federal consumer protections and allows for flexibility in open enrollment periods, but it does not introduce new technologies or fundamentally innovative approaches to government services.",2,"The bill has an indirect potential to impact child poverty by improving clarity and access to health insurance coverage. By conforming state law with federal requirements, clarifying emergency services coverage, and potentially expanding enrollment periods, it can help families maintain or gain health insurance, thus reducing the financial burden of unexpected medical costs, which can be a driver of poverty. However, it does not directly provide financial assistance or targeted services to reduce child poverty.",3
2024 Regular Session,HB0035,Property Tax - Submission of Building Permits to Supervisor of Assessments - Estimated Construction Cost,Requiring local permit offices to include a construction cost estimate when submitting a copy of a building permit to the supervisor of assessments of the county where the building is located.,"This bill requires local permit offices to include an estimated construction cost when submitting a copy of a building permit to the supervisor of assessments in the county where the building is located. It amends Article – Tax – Property, Section 5–103.",False,,,,Local permit offices and county supervisors of assessments,"Local permit offices, county supervisors of assessments, and individuals or entities applying for building permits.",This bill is an administrative change that requires local permit offices to include an additional data point (estimated construction cost) when submitting building permits to the supervisor of assessments. It does not introduce new technologies or significantly innovative government approaches.,2,"This bill focuses on administrative changes related to property tax assessment information by requiring construction cost estimates with building permits. It has no direct impact on child poverty as it does not provide services, funding, or policy changes directly addressing poverty.",1
2024 Regular Session,HB0036,Insurance - Protections After Loss or Damage to Property,"Prohibiting a public adjuster, or anyone acting on behalf of a public adjuster, from soliciting or attempting to solicit a client between the hours of 8:00 p.m. and 8:00 a.m.; altering the statements that are required to be included in a public adjuster contract; altering a certain rescission period for public adjuster contracts; and requiring a public adjuster to provide notice to the Commissioner, in a form and manner the Commissioner determines, within 1 business day after the public adjuster has entered into a contract.","This bill enacts several changes regarding insurance protections after property loss or damage. It prohibits public adjusters from soliciting clients within 24 hours after a loss or between 8:00 P.M. and 8:00 A.M. It modifies public adjuster contracts by requiring specific statements, including extended rescission periods: 10 business days for insureds under 65 years old, and 7 business days for insureds 65 years or older. Public adjusters are now required to notify the Maryland Insurance Commissioner within one business day if they enter into a contract during, or within 72 hours after, a loss. Additionally, the bill broadens the definition of a fraudulent insurance act to include contractors offering home repair or remodeling services for *any* damages (not just weather-related) who intentionally pay or compensate an insured's deductible with intent to defraud an insurer.",False,2024.0,,,Maryland Insurance Commissioner,"Public adjusters, contractors offering home repair or remodeling services, insured individuals who have suffered property loss or damage (especially those aged 65 and older), and insurance companies.","The bill updates existing consumer protection regulations and clarifies definitions related to insurance fraud and public adjuster practices. It does not introduce new technologies or novel government approaches, focusing instead on adjusting timelines and disclosure requirements within the current regulatory framework.",1,"The bill's primary focus is on consumer protection and fraud prevention within the property insurance sector. While improved consumer protections in insurance claims could indirectly benefit families by ensuring fair settlements after property damage, potentially helping them retain assets that would otherwise be lost, this impact on child poverty is not direct or specifically targeted. There are no direct financial provisions or programs aimed at alleviating child poverty.",1
2024 Regular Session,HB0038,Baltimore City - Motor Vehicle Off-Street Parking Requirements Near Mass Transit Stations,"Prohibiting the Mayor and City Council of Baltimore City from adopting or enforcing a local law that requires the creation of new motor vehicle off-street parking for a development that includes residential use and that is located within a 0.25-mile radius of a present or planned MARC, Baltimore MTA Light Rail, Red Line, or Metro station.","This bill prohibits the Mayor and City Council of Baltimore City from adopting or enforcing local laws that require new off-street motor vehicle parking for residential developments located within a 0.25-mile radius of a present or planned MARC, Baltimore MTA Light Rail, Red Line, or Metro station. This aims to reduce parking requirements for residential projects near mass transit.",False,2024.0,,,Mayor and City Council of Baltimore City,"Developers of residential properties in Baltimore City, residents seeking housing near mass transit, and commuters using public transit.","The bill implements a modern urban planning strategy by removing minimum parking requirements near transit hubs, which is a common approach to encourage transit use, reduce car dependency, and potentially lower housing development costs. While the policy itself aligns with contemporary urban development principles, its implementation method is through standard legislative changes and does not involve new technologies or novel governmental approaches.",3,"The bill's potential impact on child poverty is indirect. By removing parking mandates, it may reduce construction costs for residential developments. This could, in turn, lead to more affordable housing options near transit, potentially benefiting low-income families and reducing transportation burdens. However, it does not directly provide financial assistance or services aimed at alleviating child poverty.",4
2024 Regular Session,HB0039,Residential Service Agencies - Reimbursement - Personal Assistance Services (Homecare Worker Rights Act of 2024),Authorizing the Maryland Department of Health to reimburse a residential service agency for personal assistance services only if the personal assistance services are provided by an individual classified as an employee.,"This bill, known as the Homecare Worker Rights Act of 2024, mandates that the Maryland Department of Health can only reimburse a residential service agency for personal assistance services if those services are provided by an individual classified as an employee. It generally relates to reimbursements for residential service agencies.",False,2026.0,,,Maryland Department of Health,"Residential service agencies, individuals providing personal assistance services (homecare workers), and third-party payors.","The bill introduces a policy change requiring personal assistance service providers to be classified as employees for reimbursement purposes. This is a regulatory adjustment regarding labor classification and reimbursement conditions, rather than an innovative use of new technologies or a fundamentally new approach to government service delivery.",1,"By requiring homecare workers to be classified as employees for reimbursement, the bill could indirectly impact child poverty if these workers are parents or guardians. Employee classification might lead to improved labor protections, benefits, and potentially more stable or higher income, which could improve the financial well-being of their households. However, the bill does not directly provide services or financial aid to children or families experiencing poverty; its impact is contingent on the employment status of affected workers and the subsequent benefits.",3
2024 Regular Session,HB0042,Public Health - Public Health Services and Protections - Revisions,"Repealing the exceptions that allow the sale, distribution, or purchase of tobacco products, tobacco paraphernalia, and electronic smoking devices to or for certain individuals who are active duty members of the military; authorizing the Maryland Department of Health to reallocate from one county to another county certain projected unspent grant funding relating to cancer to address certain funding needs; altering the duties of the State Council on Child Abuse and Neglect; etc.","This bill makes several revisions to public health services and protections in Maryland. It repeals exceptions that allowed active duty military members between 18 and 20 years old to purchase tobacco products, tobacco paraphernalia, and electronic smoking devices. It authorizes the Maryland Department of Health to reallocate unspent cancer grant funding between counties to address unmet needs. The bill alters the duties of the State Council on Child Abuse and Neglect, requiring it to report on the Maryland CHAMP Initiative, and repeals the yearly expert panel on child abuse and neglect. Additionally, it transfers the responsibility for payment of emergency medical treatment charges for child abuse and neglect cases from the Maryland Department of Health to the Governor's Office of Crime Prevention and Policy. The bill also updates certain reporting references and removes duplicative reporting requirements.",False,2024.0,,,"Maryland Department of Health, Governor's Office of Crime Prevention and Policy, State Council on Child Abuse and Neglect","Individuals aged 18-20 who are active duty military, tobacco retailers, counties receiving local public health cancer grants, children who are victims of abuse and neglect, and healthcare providers involved in child abuse cases.","The bill primarily involves administrative and regulatory adjustments, such as closing legal loopholes for tobacco sales, reallocating existing cancer grant funds, clarifying reporting duties for child abuse and neglect, and transferring payment responsibilities between state agencies. It does not introduce new technologies or novel approaches to government operations.",1,"The bill includes provisions related to child abuse and neglect, such as transferring responsibility for emergency medical treatment payments and altering the duties of the State Council on Child Abuse and Neglect to include reporting on child abuse diagnoses and treatment. While these changes may improve support for vulnerable children by streamlining service access and oversight, they do not directly address the economic factors contributing to child poverty.",2
2024 Regular Session,HB0043,Motor Vehicle Registration - Exceptions for Golf Carts - Authorization,"Authorizing counties and municipalities to designate certain highways in their respective jurisdictions on which a person may operate a golf cart; authorizing a person with a valid driver's license to operate a golf cart only on a highway with a maximum posted speed limit of not more than 30 miles per hour or 35 miles per hour in Golden Beach Patuxent Knolls, St. Mary's County, between dawn and dusk, and if the golf cart is equipped with certain lighting devices; etc.","This bill authorizes counties and municipalities to designate specific county or municipal highways under their jurisdiction where golf carts may be operated without registration. It repeals previous, more localized state authorizations for golf cart use on highways and establishes general conditions for operation, such as speed limits, lighting requirements, and driver's license possession. The goal is to provide local governments with more control over golf cart usage on their roads.",False,2024.0,,,"County and municipal governing bodies in Maryland, with the Administration (presumably the Motor Vehicle Administration) setting lighting device requirements.","Golf cart owners and operators, residents of counties and municipalities, and local governments throughout Maryland.","This bill is regulatory in nature, primarily shifting the authority for designating golf cart-friendly roads from specific state provisions to local government discretion. It does not introduce new technologies or fundamentally new governmental approaches, but rather a streamlined and localized regulatory framework for golf cart use.",1,This bill focuses on motor vehicle registration exceptions for golf carts and local government authority to designate roads for their use. It does not contain any provisions that would directly impact or address child poverty.,1
2024 Regular Session,HB0045,"Natural Resources - Sale, Barter, or Exchange of Mounted Specimens From Decedent's Estate","Authorizing the sale, barter, or exchange of a legally acquired mounted specimen of a game bird, excluding a migratory game bird, or game mammal, from a decedent's estate and the specimen is part of the personal property being liquidated or distributed.","This bill amends Maryland's Natural Resources Article to authorize the sale, barter, or exchange of legally acquired mounted specimens of game birds (excluding migratory game birds) and game mammals. This exception applies specifically when the original owner is deceased, and the specimen is part of their personal property being liquidated or distributed from their estate.",False,2024.0,,,Maryland Department of Natural Resources,"Individuals who inherit mounted game specimens as part of a decedent's estate, those involved in estate liquidation or distribution, and individuals interested in buying or selling such specimens.",This bill is a minor regulatory adjustment to existing natural resources law concerning the sale of mounted specimens from estates. It does not introduce any new technologies or novel approaches to government.,1,The bill's purpose is to modify regulations regarding the sale of taxidermy from deceased estates. It does not have a direct impact on child poverty.,1
2024 Regular Session,HB0051,Public Health - Maryland Pediatric Cancer Fund and Commission,"Altering the use of the Maryland Pediatric Cancer Fund to require that the Fund be used only for pediatric cancer research instead of only for pediatric cancer research, prevention, and treatment and to allow funds from the Fund to be used for administrative expenses; and establishing the Pediatric Cancer Research Commission to oversee the award of competitive grants from the Fund and to develop criteria and a process for reviewing grant applications.","This bill modifies the Maryland Pediatric Cancer Fund to focus its use exclusively on pediatric cancer research, eliminating prevention and treatment as direct uses for grants. It also allows a portion of the fund to be used for administrative expenses, including promotion of donations and staff costs. Crucially, the bill establishes the Pediatric Cancer Research Commission, a new body responsible for overseeing the award of competitive grants from the Fund to public and private entities in the State. The Commission will develop criteria, procedures, and guidelines for grant applications and conduct progress reviews of grant recipients. The bill mandates an initial appropriation of $5,000,000 to the Fund.",True,2024.0,,5000000.0,Maryland Department of Health and the Pediatric Cancer Research Commission,"Pediatric cancer patients and their families, pediatric cancer researchers, eligible physicians, hospitals, laboratories, educational institutions, other organizations and persons conducting pediatric cancer research, adult survivors of pediatric cancer, and caregivers of pediatric cancer patients.","The program establishes a dedicated Pediatric Cancer Research Commission to rigorously oversee competitive grants for pediatric cancer research, ensuring a focused and evidence-based approach to funding. While creating a commission and fund is not entirely new, its specific mandate to guide scientific research funding for pediatric cancer, involving a diverse group of experts and stakeholders, represents a structured and systematized method to advance understanding and treatment of the disease.",6,"The program's primary focus is on funding pediatric cancer research, which aims to improve the understanding, prevention, cure, screening, and treatment of pediatric cancer. While successful research could lead to medical advancements that indirectly reduce the burden of illness on families and potentially decrease long-term healthcare costs, the bill does not directly address child poverty through financial assistance, direct support services, or improving access to existing care for low-income families. Its impact on child poverty would be highly indirect and long-term.",2
