YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2023 Regular Session,HB0014,Family Law - Grounds for Divorce,Repealing the authority of the court to decree a limited divorce; and altering certain grounds for an absolute divorce.,"This bill repeals the authority of a court to grant a limited divorce in Maryland. It also alters the grounds for an absolute divorce, reducing the required separation period from 12 months to 6 months, introducing ""irreconcilable differences"" and ""permanent legal incapacity"" as grounds, and clarifying that parties can be considered living separate and apart even if they reside under the same roof. The bill simplifies the legal process for obtaining an absolute divorce in Maryland.",False,,,,Maryland Judiciary / Courts,"Married individuals in Maryland seeking divorce, minor or dependent children involved in divorce proceedings, and family law attorneys.","The bill updates and streamlines the legal grounds for divorce, shifting towards a more modern, no-fault approach by reducing separation periods and introducing new, broader grounds like ""irreconcilable differences."" It also addresses practical realities by allowing parties to be considered separated while residing under the same roof. While not employing new technology, this represents an evolution in legal policy to simplify and expedite divorce proceedings.",4,"This bill modifies the legal framework for divorce, primarily by simplifying grounds and reducing waiting periods. While divorce decrees include provisions for child support and custody, this bill itself does not directly establish programs, provide financial aid, or offer services specifically aimed at alleviating child poverty. Its potential impact is indirect, possibly by enabling quicker finalization of child support and custody arrangements, which could contribute to more stable financial situations for children sooner.",3
2023 Regular Session,HB0016,Primary and Secondary Education – Title IX – Notice (Hear Our Voices Act),"Requiring each public school to provide information to students, faculty, staff, and parents regarding who serves as the Title IX coordinator for the school, the process in place for filing a sexual misconduct complaint, and the support measures that are in place for filing a sexual misconduct complaint and how to access the support measures.","This bill, known as the ""Hear Our Voices Act,"" requires all public schools in Maryland to provide clear information to students, faculty, staff, and parents. This information must include the identity of the school's Title IX coordinator, the procedures for filing a sexual misconduct complaint, and details about available support measures for individuals who file such complaints, along with instructions on how to access these support services.",False,2023.0,,,Public schools under the Maryland State Department of Education,"Students, faculty, staff, and parents of public schools in Maryland","The bill focuses on standardizing and mandating the dissemination of existing Title IX information and procedures. It does not introduce new technologies or novel governmental approaches, but rather ensures transparency and accessibility of information regarding sexual misconduct complaints and support.",2,"This bill aims to improve the safety and support environment within schools regarding sexual misconduct. While a safer school environment can indirectly benefit all students, including those experiencing poverty, it does not directly address the economic factors of child poverty through financial aid, resources, or specific programs designed to alleviate poverty.",1
2023 Regular Session,HB0018,Maryland General and Limited Power of Attorney Act - Alterations,"Altering a certain statutory form for a general power of attorney by including certain provisions informing the principal and agent of certain matters, granting general authority with respect to tangible personal property and trusts and estates, authorizing the principal to grant the agent certain specific powers relating to successor agents, compensation, gifts, or transfers and opening joint accounts and beneficiary designations, and clarifying the force and effect of the form; etc.","This bill alters Maryland's statutory forms for general and limited powers of attorney. For the general power of attorney, it includes new provisions informing the principal and agent of certain matters, grants general authority over tangible personal property and trusts/estates, and allows principals to grant specific powers for successor agents, compensation, gifts, joint accounts, and beneficiary designations. For both general and limited power of attorney forms, the bill clarifies and expands the agent's authority to perform acts necessary for the principal to qualify for governmental benefits or programs (such as Social Security, Medicare, and Medicaid), including obtaining personal and financial records, and if explicitly authorized, to transfer or gift the principal's property for this purpose. It also modifies provisions related to gifting and transfers in the limited power of attorney form.",False,,,,Maryland General Assembly (for enacting the changes in law); various state and federal agencies (for administering the governmental benefits and programs that agents can now more easily assist principals in qualifying for); legal professionals and individuals (for utilizing the updated forms).,"Individuals (principals) seeking to grant power of attorney, their designated agents, legal professionals, and individuals who may need assistance in qualifying for governmental benefits and programs.","The bill is not highly innovative in terms of new technology or approaches to government. Instead, it refines and clarifies existing legal instruments (power of attorney forms) to make them more comprehensive and effective for principals and agents, particularly regarding eligibility for governmental benefits and management of diverse assets. Its innovation lies in improving the utility and clarity of established legal processes.",2,"This bill does not directly establish programs or allocate funds to combat child poverty. However, by enabling agents to more effectively assist principals in qualifying for governmental benefits (such as Medicaid), it could indirectly support families with children if the principal is a parent or guardian, ensuring access to essential resources that might otherwise be difficult to obtain. The impact is indirect and depends on the specific circumstances of the principals and their dependents.",3
2023 Regular Session,HB0019,State Board of Examiners of Psychologists - License and Registration Issuance and Renewals - Electronic Means,"Requiring the State Board of Examiners of Psychologists to issue electronic licenses and registrations, except under certain circumstances; requiring the Board, on an applicant's request, to print a paper copy of the verification of licensure or registration and send it by first-class mail to the address on the application; repealing the requirement that the Board include certain information on each license and registration; and requiring the Board to send renewal notices by first-class mail under certain circumstances.","This bill requires the Maryland State Board of Examiners of Psychologists to issue electronic licenses and registrations, moving away from physical documents except when specifically requested. It also removes the requirement for the Board to include certain information (like signatures and serial numbers) on licenses and registrations. Additionally, it changes the circumstances under which the Board is required to send renewal notices by first-class mail, prioritizing electronic notifications unless an electronic notice is undeliverable or a paper notice is specifically requested.",False,2023.0,,,State Board of Examiners of Psychologists,"Licensed psychologists and registrants in Maryland, as well as the State Board of Examiners of Psychologists.","The bill modernizes the administrative processes of the State Board of Examiners of Psychologists by shifting from paper-based to electronic issuance and renewal of licenses and registrations. While this improves efficiency, it represents a standard digital transformation rather than a novel or highly innovative approach to government services.",3,"This bill focuses on administrative changes to professional licensing for psychologists and has no direct impact on child poverty. It does not provide services, financial aid, or resources aimed at reducing child poverty.",1
2023 Regular Session,HB0021,Property Tax - Tax Sales - Notices and Payoff Amount for Redemption,Requiring that the holder of a certificate of sale include the e-mail address of certain persons in certain notices required to be sent to certain persons with an interest in a property that is sold at a tax sale; authorizing certain persons with an interest in owner-occupied property sold at a tax sale to request the current payoff amount to redeem the property; providing that the payoff amount to redeem the property provided by the holder of the certificate to the owner of the property is valid for 30 days; etc.,"This bill updates the property tax sale process by requiring that holders of a certificate of sale include the email address of certain persons (such as owners, mortgage holders) in notices regarding property tax sales. It also allows owners or other interested parties of owner-occupied property sold at a tax sale to request the current payoff amount to redeem the property via phone, email, or other contact methods (outside of Baltimore City). This payoff amount is valid for 30 days. In Baltimore City, the process for requesting a payoff amount for owner-occupied residential property remains via certified mail, with specific timelines for response and limits on foreclosure filings.",False,2023.0,,,Maryland Department of Assessments and Taxation (for oversight of property tax law adherence); local tax collectors; holders of certificates of sale,"Owners of owner-occupied property, mortgagees, assignees of a mortgagee, servicers of mortgages, holders of a beneficial interest in a deed of trust, and holders of certificates of sale in Maryland.","The bill introduces minor process improvements by requiring the inclusion of email addresses in tax sale notices and authorizing requests for redemption payoff amounts via email or phone, offering slightly modernized communication channels. This is an incremental update rather than a groundbreaking technological or governmental approach.",2,"The program has an indirect and minor potential to impact child poverty by making the property tax sale redemption process more accessible and transparent. By potentially helping families avoid losing their homes due to tax sales, it could prevent displacement and financial instability, which are factors contributing to child poverty. However, it is not a direct anti-poverty intervention.",3
2023 Regular Session,HB0023,Mobile and Manufactured Homes - Relocation Plans and Sales of Communities (Manufactured Housing Modernization Act of 2023),"Altering requirements relating to relocation plans for mobile home parks to require a plan for park residents who will be dislocated as a result of the change in land use; requiring the owner, 60 days prior to entering into a contract to sell the community, to provide notice of the terms of the offer to homeowners in the community and provide them the opportunity to purchase the housing community; requiring the Department of Housing and Community Development to list certain agencies to assist homeowners with the purchase of a community; etc.","This bill, known as the ""Manufactured Housing Modernization Act of 2023,"" amends laws related to mobile and manufactured homes. It alters requirements for relocation plans when a mobile home park changes land use, specifically lowering the threshold for relocation assistance to parks with more than 10 sites (from 38) and extending the assistance period from 10 to 12 months' rent. The bill also establishes new regulations for the sale of manufactured housing communities, requiring community owners to give homeowners the opportunity to purchase the community before other buyers. It mandates that the Department of Housing and Community Development list relevant organizations on its website to assist homeowners. Furthermore, it imposes conditions on purchasers who do not allow homeowners the right of first refusal, requiring them to file an affidavit affirming continued use of the land as a manufactured housing community for 5 years and capping rent increases at 10% per year for the first 3 years post-purchase. Non-compliance by community owners or purchasers can result in a $10,000 liability to the homeowners' organization.",False,2023.0,,,Department of Housing and Community Development; Manufactured Housing Community Owners and Purchasers,"Homeowners in manufactured housing communities, manufactured housing community owners, and potential purchasers of manufactured housing communities.","The bill introduces an innovative approach to preserving affordable housing and empowering residents by granting homeowners' organizations a right of first refusal to purchase their manufactured housing communities. It also implements post-sale conditions, such as rent caps and requirements for continued use as affordable housing, through legally binding affidavits. The use of the Department of Housing and Community Development's website to list supporting organizations facilitates this collective action.",7,"By enhancing housing stability, preventing displacement, and protecting against excessive rent increases in manufactured housing communities, this bill has a strong potential to indirectly impact child poverty. Stable and affordable housing is a critical factor in a family's economic security, reducing financial stress and allowing resources to be allocated to other necessities, which directly benefits children in low-income households.",7
2023 Regular Session,HB0026,Health Occupations - Psychologists - Licensure Qualification,"Requiring an individual, in order to be licensed as a psychologist by the State Board of Examiners of Psychologists, to have a doctoral degree in psychology from a certain school or university, to have received a postdoctoral respecialization certificate from a certain department of psychology that included a minimum of 1,750 hours in supervised internship, and to have completed at least 1,500 hours postcertification advanced training hours or precertification hours of service as a registered psychology associate; etc.","This bill modifies the qualifications an individual must have to be licensed as a psychologist by the State Board of Examiners of Psychologists in Maryland. It expands the definition of an acceptable ""doctoral degree in psychology"" to include degrees from regionally accredited institutions, and specifies new pathways to licensure that require additional postdoctoral training, supervised internships, and advanced training hours for those with degrees from regionally accredited programs.",False,2023.0,,,State Board of Examiners of Psychologists,"Individuals seeking licensure as psychologists in Maryland, educational institutions offering psychology programs, and the public who may benefit from an increased pool of licensed mental health professionals.","This bill primarily updates and expands the criteria for professional licensure, which is a routine regulatory function. It does not introduce new technologies, novel governmental approaches, or significant departures from standard professional regulation practices.",1,"This bill has an indirect impact on child poverty by potentially increasing the number of licensed psychologists, which could improve access to mental health services for families and children. However, it does not directly address child poverty through financial aid, specific programs, or policy interventions aimed at reducing economic hardship.",2
2023 Regular Session,HB0030,"Environment - On-Site Wastewater Services - Board, Fees, and Penalties",Altering the composition of the State Board of On-Site Wastewater Professionals; clarifying and altering the distribution of certain fees and penalties; and clarifying the application of certain license requirements and penalties.,"This bill alters the composition of the State Board of On-Site Wastewater Professionals, modifies the distribution of certain fees and penalties related to on-site wastewater services, and clarifies licensing requirements and penalties for individuals inspecting on-site sewage disposal systems for property transfer purposes. Specifically, it directs application fees for property transfer inspection licenses into the On-Site Wastewater Professionals Fund and administrative penalties for violations into the Maryland Clean Water Fund. It also updates qualifications for board members and clarifies licensing timelines.",False,2023.0,,,Maryland Department of the Environment; State Board of On-Site Wastewater Professionals,"On-site wastewater professionals, individuals inspecting on-site sewage disposal systems for property transfer, and the general public who own or purchase properties with on-site sewage disposal systems.",The bill focuses on administrative and regulatory adjustments to an existing board and fee structure for on-site wastewater services. It does not introduce new technologies or novel governmental approaches.,1,"This bill regulates on-site wastewater services, which can indirectly contribute to public health and environmental quality. However, it does not directly target or provide services to address child poverty.",1
2023 Regular Session,HB0032,Maryland Food System Resiliency Council,Establishing that the Maryland Food System Resiliency Council is in the Office of Resilience in the Maryland Department of Emergency Management; and altering the process for electing a cochair of the Council.,"This bill reorganizes the Maryland Food System Resiliency Council, moving it into the Office of Resilience within the Maryland Department of Emergency Management. It alters the council's membership, adding a representative from the seafood industry and modifying the roles of the Secretary and Director. The bill also changes the process for electing a co-chair of the Council.",False,2023.0,,,Maryland Department of Emergency Management,"Members of the Maryland General Assembly, various state agencies (Human Services, Agriculture, Commerce), agricultural organizations, university representatives, local food council organizations, public school systems, food security advocacy groups, farmers, seafood industry, food business owners, and experts in food policy, racial equity, climate, environment, food nutrition, and public health. Ultimately, the entire food system and residents of Maryland, particularly those impacted by food insecurity, will be affected.","This bill primarily involves an administrative reorganization of an existing council, including changes to its departmental placement and membership. It does not introduce new technologies or novel governmental approaches.",1,"The bill establishes changes to a council focused on food system resiliency and food security. While it does not provide direct financial aid or specific programs to alleviate child poverty, the council's work on improving food access, nutrition, and addressing food insecurity and racial equity within the food system could have an indirect, positive impact on children and families experiencing poverty by ensuring more stable access to food.",4
2023 Regular Session,HB0036,Real Property – Actions to Repossess – Proof of Rental Licensure,"Requiring, in certain actions to repossess residential rental property, a landlord to submit to the clerk of the court evidence of compliance with local rental property licensure requirements and demonstrate that the landlord is compliant with the licensure requirements.","This bill amends Maryland real property law to require landlords, when filing an action to repossess residential rental property, to submit evidence to the court demonstrating compliance with local rental property licensure requirements or proof of exemption. The bill outlines specific conditions under which a property may be considered compliant or exempt, including instances where licensing issues are due to tenant actions or administrative errors. Landlords may provide electronic proof of licensure.",False,2023.0,,,District Court of Maryland (county where property is situated); local rental licensing authorities,"Landlords of residential rental properties, tenants in residential rental properties, and local licensing authorities in jurisdictions that require rental licenses.","The bill allows for electronic proof of licensure, which is a minor use of technology to streamline the court process for landlords. However, the core change is a procedural requirement in the legal process rather than a new technological approach to government services.",2,"This bill could have an indirect positive impact on child poverty by promoting housing stability and safety. By requiring landlords to be compliant with rental licensing, it may ensure that rental properties meet certain standards, potentially preventing hazardous living conditions or wrongful evictions that disproportionately affect low-income families with children. However, it does not directly provide financial assistance or services aimed at alleviating child poverty.",4
2023 Regular Session,HB0037,Commercial Law - Consumer Protection - Telephone Solicitation (Stop the Spam Calls Act of 2023),"Prohibiting a person from making certain telephone solicitations to a certain called party in a certain manner by restricting the methods, times, and identifying information that the person making the call may utilize; providing that the Act does not apply to certain entities and circumstances; and making a violation of the Act an unfair, abusive, or deceptive trade practice that is subject to enforcement and penalties under the Maryland Consumer Protection Act.","The ""Stop the Spam Calls Act of 2023"" amends Maryland's Commercial Law to restrict telephone solicitations. It prohibits calls using automated dialing systems or recorded messages without the called party's prior express written consent. The bill also sets specific limits on when calls can be made (8 AM to 8 PM in the called party's time zone), limits call frequency (no more than three times in 24 hours on the same subject), and bans caller ID spoofing or intentionally preventing caller ID transmission. Additionally, it prohibits altering a voice to disguise identity for fraudulent purposes. Violations of these provisions are designated as unfair, abusive, or deceptive trade practices under the Maryland Consumer Protection Act, making them subject to its enforcement and penalties.",False,2024.0,,,Consumer Protection Division of the Office of the Attorney General of Maryland,"Maryland residents, consumers, and businesses who receive telephone solicitations; telephone solicitors and telemarketing companies operating in or targeting Maryland.","The bill addresses modern telecommunication issues like automated dialing and caller ID spoofing through strengthened regulatory frameworks and traditional enforcement mechanisms. While it responds to technological advancements, it does not employ new technologies or fundamentally new governmental approaches, but rather applies and expands existing consumer protection laws.",3,"This bill focuses on consumer protection by regulating telephone solicitations and combating fraudulent practices. While protecting consumers from fraud can indirectly benefit all households, including those with children in poverty, it does not directly address factors contributing to child poverty such as income, housing, food security, or education. Therefore, its direct impact on child poverty is minimal.",1
