ZIP,INSAGNT1,BKCLASS,CNTRYNAB,ZIPBR,CHRTAGNT,MSABR,UNINUMBR,STNAME,SIMS_ESTABLISHED_DATE,YEAR,CHRTAGNN,BRSERTYP,STNUMBR,SIMS_DESCRIPTION,FDICDBS,DOCKET,CNTRYNA,NAMEHCR,UNIT,OCCDIST,DEPSUM,DEPDOM,ESCROW,CITY2BR,HCTMULT,INSURED,SIMS_PROJECTION,BRCENM,CHARTER,BKMO,CONSOLD,DIVISIONB,ADDRESS,CSABR,DEPSUMBR,RSSDHCR,CNTYNUMB,CERT,SIMS_LATITUDE,STALP,SPECGRP,CALL,DENOVO,FDICNAME,RSSDID,NAMEBR,METROBR,NECNAMB,CNTYNAMB,SPECDESC,OCCNAME,NECTABR,SIMS_ACQUIRED_DATE,MICROBR,ZIP_RAW,ZIPBR_RAW,BRNUM,CB,STALPBR,USA,STNAMEBR,FED,REGAGNT,FEDNAME,ASSET,INSBRTS,PLACENUM,ADDRESBR,SIMS_LONGITUDE,INSBRDD,CITYHCR,STCNTY,CSANAMBR,CITY,CLCODE,STCNTYBR,CBSA_DIV_NAMB,MSANAMB,NAMEFULL,CITYBR,STALPHCR,ID
13617,DIF,N,United States,18411,OCC,42540,443172,New York,05/16/2005,2024,Comptroller of the Currency,11,42,100.0,2,10251,United States,"COMMUNITY FINANCIAL SYSTEM, INC.",0,1,0,13337931,,Clarks Summit,ONE,CB,StreetAddress,"",FED,0,,0,45-49 Court Street,0,34894,1048867,69,6989,41.4874219104927,NY,4,CALL,0,New York,202907,Clarks Summitt Branch,1,,Lackawanna,COMMERCIAL LENDING,Northeastern,,"",0,13617,18411,161,0,PA,1,Pennsylvania,2,OCC,New York,15653787,,0,931 S State St,-75.6952260196109,,DEWITT,36089,"",Canton,3,42069,"","Scranton--Wilkes-Barre, PA","Community Bank, National Association",Clarks Summit,NY,2024_6989_161
13815,DIF,N,United States,18818,OCC,0,511406,New York,09/18/2009,2024,Comptroller of the Currency,11,42,100.0,2,10286,United States,NBT BANCORP INC.,0,1,0,11472237,,Friendsville,ONE,CB,EXACT,"",FED,0,,0,52 S Broad St,0,35582,1139279,115,7230,41.9789459891519,NY,4,CALL,0,New York,702117,Choconut Branch,0,,Susquehanna,COMMERCIAL LENDING,Northeastern,,"",0,13815,18818,161,0,PA,1,Pennsylvania,2,OCC,New York,13403796,,0,29 Quaker Lake Rd,-76.000082006678,,NORWICH,36017,"",Norwich,3,42115,"","","NBT Bank, National Association",Friendsville,NY,2024_7230_161
26003,DIF,NM,United States,15228,STATE,38300,264584,West Virginia,11/22/1991,2024,State Agency,11,42,100.0,5,0,United States,"WESBANCO, INC.",0,,0,13651212,,Pittsburgh,ONE,CB,EXACT,"",STATE,0,,0,1 Bank Plz,430,75372,1070448,3,803,40.379196987664,WV,4,CALL,0,Atlanta,645625,Washington Road Branch,1,,Allegheny,COMMERCIAL LENDING,"",,11/30/2012,0,26003,15228,161,0,PA,1,Pennsylvania,4,FDIC,Cleveland,18095018,,0,728 Washington Rd,-80.0456160400275,,WHEELING,54069,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Wheeling,21,42003,"","Pittsburgh, PA","WesBanco Bank, Inc.",Pittsburgh,WV,2024_803_161
19801,DIF,SB,United States,19064,OCC,37980,537032,Delaware,02/23/2013,2024,Comptroller of the Currency,11,42,100.0,2,7938,United States,WSFS FINANCIAL CORPORATION,0,7,0,16651602,,Springfield,ONE,SA,EXACT,"",FED,0,,37964,500 Delaware Ave,428,243025,3844269,45,17838,39.9193859798458,DE,4,CALL,0,New York,437914,Springfield Branch,1,,Delaware,COMMERCIAL LENDING,Midsize,,03/01/2019,0,19801,19064,162,0,PA,1,Pennsylvania,3,OCC,Philadelphia,20647772,,0,537 Baltimore Pike,-75.3247560073271,,WILMINGTON,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,33,42045,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington Savings Fund Society, FSB",Springfield,DE,2024_17838_162
22030,DIF,SM,United States,25136,STATE,13220,4556,Virginia,01/19/1901,2024,State Agency,11,54,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,0,23305317,,Montgomery,ONE,CB,EXACT,"",STATE,0,,0,11185 Fairfax Blvd,0,68107,1076217,19,22858,38.1803869959807,VA,4,CALL,0,Atlanta,365325,Montgomery Branch,1,,Fayette,COMMERCIAL LENDING,"",,11/11/2017,0,22030,25136,162,0,WV,1,West Virginia,5,FED,Richmond,29868220,,0,200 4th Ave,-81.3156040391492,,CHARLESTON,51059,"",Fairfax,13,54019,"","Beckley, WV",United Bank,Montgomery,WV,2024_22858_162
23219,DIF,SM,United States,24091,STATE,13980,479105,Virginia,06/20/2008,2024,State Agency,11,51,100.0,5,14594,United States,ATLANTIC UNION BANKSHARES CORPORATION,0,,0,20020244,,Floyd,ONE,CB,EXACT,"",STATE,0,,0,"1051 E Cary St, Ste 103",0,73995,1971693,63,34589,36.9151139850333,VA,4,CALL,0,Atlanta,693224,Floyd Branch,1,,Floyd,COMMERCIAL LENDING,"",,05/10/2014,0,23219,24091,162,0,VA,1,Virginia,5,FED,Richmond,24641518,,0,680 E Main St,-80.312517965358,,GLEN ALLEN,51760,"",Richmond City,13,51063,"","Blacksburg-Christiansburg-Radford, VA",Atlantic Union Bank,Floyd,VA,2024_34589_162
45750,DIF,SM,United States,26416,STATE,0,61750,Ohio,06/27/1998,2024,State Agency,11,54,100.0,9,10185,United States,PEOPLES BANCORP INC.,0,3,0,7341526,,Philippi,ONE,CB,EXACT,"",STATE,0,,0,138 Putnam St,0,60262,1070578,1,6544,39.1519659986496,OH,4,CALL,0,Chicago,577128,Phillippi Branch,0,,Barbour,COMMERCIAL LENDING,Central,,09/18/2021,0,45750,26416,162,0,WV,1,West Virginia,4,FED,Cleveland,9216050,,0,2 S Main St,-80.0397170242107,,MARIETTA,39167,"",Marietta,13,54001,"","",Peoples Bank,Philippi,OH,2024_6544_162
17602,DIF,N,United States,19341,OCC,37980,531792,Pennsylvania,06/25/2012,2024,Comptroller of the Currency,11,42,100.0,2,9396,United States,FULTON FINANCIAL CORPORATION,0,7,0,25761661,,Exton,ONE,CB,EXACT,"",FED,0,,33874,1 Penn Sq,428,178603,1117129,29,7551,40.0335507700376,PA,4,CALL,0,New York,474919,Exton Branch,1,,Chester,COMMERCIAL LENDING,Midsize,,"",0,17602,19341,162,0,PA,1,Pennsylvania,3,OCC,Philadelphia,31646370,,0,155 E Swedesford Rd,-75.6301223186916,,LANCASTER,42071,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Lancaster,3,42029,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Fulton Bank, National Association",Exton,PA,2024_7551_162
16125,DIF,N,United States,16101,OCC,38300,361366,Pennsylvania,01/03/2001,2024,Comptroller of the Currency,11,42,100.0,2,10358,United States,F.N.B. CORPORATION,0,7,0,35375939,,New Castle,MULT,CB,EXACT,"",FED,0,,0,166 Main St,430,143742,3005332,73,7888,41.0133090014631,PA,4,CALL,0,New York,379920,Laurel Branch,1,,Lawrence,COMMERCIAL LENDING,Midsize,,10/08/2004,0,16125,16101,162,0,PA,1,Pennsylvania,4,OCC,Cleveland,47577714,,0,2353 Harlansburg Rd,-80.2685009875654,,PITTSBURGH,42085,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Greenville,3,42073,"","Pittsburgh, PA",First National Bank of Pennsylvania,New Castle,PA,2024_7888_162
26003,DIF,NM,United States,15222,STATE,38300,264585,West Virginia,10/01/1998,2024,State Agency,11,42,100.0,5,0,United States,"WESBANCO, INC.",0,,0,13651212,,Pittsburgh,ONE,CB,EXACT,"",STATE,0,,0,1 Bank Plz,430,20558,1070448,3,803,40.4514069997014,WV,4,CALL,0,Atlanta,645625,Strip District,1,,Allegheny,COMMERCIAL LENDING,"",,11/30/2012,0,26003,15222,162,0,PA,1,Pennsylvania,4,FDIC,Cleveland,18095018,,0,2034 Penn Ave,-79.9831810034733,,WHEELING,54069,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Wheeling,21,42003,"","Pittsburgh, PA","WesBanco Bank, Inc.",Pittsburgh,WV,2024_803_162
22030,DIF,SM,United States,25812,STATE,13220,9379,Virginia,01/02/1935,2024,State Agency,11,54,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,0,23305317,,Ansted,ONE,CB,StreetAddress,"",STATE,0,,0,11185 Fairfax Blvd,0,23683,1076217,19,22858,38.135188674563,VA,4,CALL,0,Atlanta,365325,Ansted Branch,1,,Fayette,COMMERCIAL LENDING,"",,11/11/2017,0,22030,25812,163,0,WV,1,West Virginia,5,FED,Richmond,29868220,,0,20020 Midland Trl,-81.0978020453059,,CHARLESTON,51059,"",Fairfax,13,54019,"","Beckley, WV",United Bank,Ansted,WV,2024_22858_163
15222,DIF,SB,United States,15236,OCC,38300,495975,Pennsylvania,12/12/2006,2024,Comptroller of the Currency,11,42,100.0,2,8043,United States,DOLLAR MUTUAL BANCORP,0,1,0,9501226,,Pittsburgh,ONE,SA,EXACT,"",FED,0,,0,340 4th Ave,430,99521,5218097,3,32245,40.3342960124529,PA,4,CALL,0,New York,961624,Pleasant Hills Branch,1,,Allegheny,COMMERCIAL LENDING,Northeastern,,"",0,15222,15236,163,0,PA,1,Pennsylvania,4,OCC,Cleveland,11501630,,0,500 Clairton Blvd,-79.9472559988253,,PITTSBURGH,42003,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Pittsburgh,33,42003,"","Pittsburgh, PA","Dollar Bank, Federal Savings Bank",Pittsburgh,PA,2024_32245_163
45750,DIF,SM,United States,26201,STATE,0,290826,Ohio,12/14/1999,2024,State Agency,11,54,100.0,9,10185,United States,PEOPLES BANCORP INC.,0,3,0,7341526,,Buckhannon,ONE,CB,EXACT,"",STATE,0,,0,138 Putnam St,0,62802,1070578,97,6544,38.9946610196469,OH,4,CALL,0,Chicago,577128,Buckhannon Branch,0,,Upshur,COMMERCIAL LENDING,Central,,09/18/2021,0,45750,26201,163,0,WV,1,West Virginia,4,FED,Cleveland,9216050,,0,14 N Locust St,-80.2328880411726,,MARIETTA,39167,"",Marietta,13,54097,"","",Peoples Bank,Buckhannon,OH,2024_6544_163
17602,DIF,N,United States,17821,OCC,0,4847,Pennsylvania,01/25/1864,2024,Comptroller of the Currency,11,42,100.0,2,9396,United States,FULTON FINANCIAL CORPORATION,0,7,0,25761661,,Danville,ONE,CB,EXACT,"",FED,0,,0,1 Penn Sq,146,113625,1117129,93,7551,40.963963983098,PA,4,CALL,0,New York,474919,Danville Br,0,,Montour,COMMERCIAL LENDING,Midsize,,10/13/2018,1,17602,17821,163,0,PA,1,Pennsylvania,3,OCC,Philadelphia,31646370,,0,630 Mill St,-76.616077961687,,LANCASTER,42071,"Bloomsburg-Berwick-Sunbury, PA",Lancaster,3,42093,"","","Fulton Bank, National Association",Danville,PA,2024_7551_163
16125,DIF,N,United States,16046,OCC,38300,436966,Pennsylvania,11/08/2004,2024,Comptroller of the Currency,11,42,100.0,2,10358,United States,F.N.B. CORPORATION,0,7,0,35375939,,Mars,MULT,CB,StreetAddress,"",FED,0,,0,166 Main St,430,112282,3005332,19,7888,40.6847904731915,PA,4,CALL,0,New York,379920,Seven Fields Branch,1,,Butler,COMMERCIAL LENDING,Midsize,,"",0,16125,16046,163,0,PA,1,Pennsylvania,4,OCC,Cleveland,47577714,,0,540 Northpointe Cir,-80.0634214576656,,PITTSBURGH,42085,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Greenville,3,42019,"","Pittsburgh, PA",First National Bank of Pennsylvania,Seven Fields,PA,2024_7888_163
26003,DIF,NM,United States,15202,STATE,38300,40505,West Virginia,01/01/1910,2024,State Agency,11,42,100.0,5,0,United States,"WESBANCO, INC.",0,,0,13651212,,Pittsburgh,ONE,CB,EXACT,"",STATE,0,,0,1 Bank Plz,430,33725,1070448,3,803,40.4978470180639,WV,4,CALL,0,Atlanta,645625,Bellevue Bank Branch,1,,Allegheny,COMMERCIAL LENDING,"",,11/30/2012,0,26003,15202,163,0,PA,1,Pennsylvania,4,FDIC,Cleveland,18095018,,0,683 Lincoln Ave,-80.0606300402715,,WHEELING,54069,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Wheeling,21,42003,"","Pittsburgh, PA","WesBanco Bank, Inc.",Pittsburgh,WV,2024_803_163
19801,DIF,SB,United States,19002,OCC,37980,552122,Delaware,04/26/2014,2024,Comptroller of the Currency,11,42,99.9,2,7938,United States,WSFS FINANCIAL CORPORATION,0,7,0,16651602,,Ambler,ONE,SA,StreetAddress,"",FED,0,,33874,500 Delaware Ave,428,86927,3844269,91,17838,40.1809688369411,DE,4,CALL,0,New York,437914,Maple Glen,1,,Montgomery,COMMERCIAL LENDING,Midsize,,03/01/2019,0,19801,19002,164,0,PA,1,Pennsylvania,3,OCC,Philadelphia,20647772,,0,901 Limekiln Pike,-75.1832399793689,,WILMINGTON,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,33,42091,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington Savings Fund Society, FSB",Maple Glen,DE,2024_17838_164
22030,DIF,SM,United States,26041,STATE,48540,8372,Virginia,01/01/1896,2024,State Agency,11,54,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,0,23305317,,Moundsville,ONE,CB,EXACT,"",STATE,0,,0,11185 Fairfax Blvd,0,194457,1076217,51,22858,39.9184140143536,VA,4,CALL,0,Atlanta,365325,Moundsville Branch,1,,Marshall,COMMERCIAL LENDING,"",,11/11/2017,0,22030,26041,164,0,WV,1,West Virginia,5,FED,Richmond,29868220,,0,621 7th St,-80.7453089862807,,CHARLESTON,51059,"",Fairfax,13,54051,"","Wheeling, WV-OH",United Bank,Moundsville,WV,2024_22858_164
16365,DIF,SB,United States,16248,STATE,0,241049,Pennsylvania,11/22/1954,2024,State Agency,11,42,100.0,2,1067,United States,NORTHWEST BANCSHARES INC,0,,0,12411989,,Rimersburg,ONE,SA,M,"",STATE,0,,0,100 Liberty St,0,52718,4122722,31,28178,41.0428976439009,PA,4,CALL,0,New York,1002878,Rimersburg Branch,0,,Clarion,COMMERCIAL LENDING,"",,12/15/1997,0,16365,16248,164,0,PA,1,Pennsylvania,4,FDIC,Cleveland,14426803,,0,629 Main Street,-79.5020983432566,,COLUMBUS,42123,"",Warren,41,42031,"","",Northwest Bank,Rimersburg,OH,2024_28178_164
15222,DIF,SB,United States,15090,OCC,38300,495976,Pennsylvania,11/21/2008,2024,Comptroller of the Currency,11,42,100.0,2,8043,United States,DOLLAR MUTUAL BANCORP,0,1,0,9501226,,Wexford,ONE,SA,EXACT,"",FED,0,,0,340 4th Ave,430,65171,5218097,3,32245,40.6321629931369,PA,4,CALL,0,New York,961624,Pine Township Branch,1,,Allegheny,COMMERCIAL LENDING,Northeastern,,"",0,15222,15090,164,0,PA,1,Pennsylvania,4,OCC,Cleveland,11501630,,0,11974 Perry Hwy,-80.0578060094536,,PITTSBURGH,42003,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Pittsburgh,33,42003,"","Pittsburgh, PA","Dollar Bank, Federal Savings Bank",Wexford,PA,2024_32245_164
45750,DIF,SM,United States,25601,STATE,0,334311,Ohio,03/20/2000,2024,State Agency,11,54,100.0,9,10185,United States,PEOPLES BANCORP INC.,0,3,0,7341526,,Logan,ONE,CB,EXACT,"",STATE,0,,0,138 Putnam St,0,18949,1070578,45,6544,37.848329980787,OH,4,CALL,0,Chicago,577128,The Logan Branch,0,,Logan,COMMERCIAL LENDING,Central,,09/18/2021,0,45750,25601,164,0,WV,1,West Virginia,4,FED,Cleveland,9216050,,0,307 Hudgins St,-81.9914850043093,,MARIETTA,39167,"",Marietta,13,54045,"","",Peoples Bank,Logan,OH,2024_6544_164
17602,DIF,N,United States,17821,OCC,0,215627,Pennsylvania,07/16/1979,2024,Comptroller of the Currency,11,42,100.0,2,9396,United States,FULTON FINANCIAL CORPORATION,0,7,0,25761661,,Danville,ONE,CB,EXACT,"",FED,0,,0,1 Penn Sq,146,50299,1117129,93,7551,40.9670980186048,PA,4,CALL,0,New York,474919,Mahoning Twp Branch,0,,Montour,COMMERCIAL LENDING,Midsize,,10/13/2018,1,17602,17821,164,0,PA,1,Pennsylvania,3,OCC,Philadelphia,31646370,,0,1113 Bloom Rd,-76.585563978453,,LANCASTER,42071,"Bloomsburg-Berwick-Sunbury, PA",Lancaster,3,42093,"","","Fulton Bank, National Association",Danville,PA,2024_7551_164
16125,DIF,N,United States,15212,OCC,38300,9096,Pennsylvania,07/09/1934,2024,Comptroller of the Currency,11,42,100.0,2,10358,United States,F.N.B. CORPORATION,0,7,0,35375939,,Pittsburgh,MULT,CB,EXACT,"",FED,0,,0,166 Main St,430,2931409,3005332,3,7888,40.4478009792267,PA,4,CALL,0,New York,379920,Northside Pittsburgh Branch,1,,Allegheny,COMMERCIAL LENDING,Midsize,,02/18/2005,0,16125,15212,164,0,PA,1,Pennsylvania,4,OCC,Cleveland,47577714,,0,100 Federal St,-80.0037699751574,,PITTSBURGH,42085,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Greenville,3,42003,"","Pittsburgh, PA",First National Bank of Pennsylvania,Pittsburgh,PA,2024_7888_164
26003,DIF,NM,United States,15106,STATE,38300,40648,West Virginia,01/01/1915,2024,State Agency,11,42,100.0,5,0,United States,"WESBANCO, INC.",0,,0,13651212,,Carnegie,ONE,CB,EXACT,"",STATE,0,,0,1 Bank Plz,430,45077,1070448,3,803,40.408930992898,WV,4,CALL,0,Atlanta,645625,Carnegie Branch,1,,Allegheny,COMMERCIAL LENDING,"",,11/30/2012,0,26003,15106,164,0,PA,1,Pennsylvania,4,FDIC,Cleveland,18095018,,0,100 Broadway St,-80.0869740266758,,WHEELING,54069,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Wheeling,21,42003,"","Pittsburgh, PA","WesBanco Bank, Inc.",Carnegie,WV,2024_803_164
19801,DIF,SB,United States,19107,OCC,37980,557503,Delaware,02/17/2014,2024,Comptroller of the Currency,11,42,97.34,2,7938,United States,WSFS FINANCIAL CORPORATION,0,7,0,16651602,,Philadelphia,ONE,SA,POINTADDRESS,"",FED,0,,37964,500 Delaware Ave,428,123150,3844269,101,17838,39.9502295755961,DE,4,CALL,0,New York,437914,Midtown Branch,1,,Philadelphia,COMMERCIAL LENDING,Midsize,,03/01/2019,0,19801,19107,165,0,PA,1,Pennsylvania,3,OCC,Philadelphia,20647772,,0,1110 Chesnut Street,-75.1591444447746,,WILMINGTON,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,33,42101,"Philadelphia, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington Savings Fund Society, FSB",Philadelphia,DE,2024_17838_165
22030,DIF,SM,United States,26062,STATE,48260,247777,Virginia,02/14/1983,2024,State Agency,11,54,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,0,23305317,,Weirton,ONE,CB,EXACT,"",STATE,0,,0,11185 Fairfax Blvd,430,78444,1076217,29,22858,40.405031019079,VA,4,CALL,0,Atlanta,365325,Three Springs Drive-In Branch,1,,Hancock,COMMERCIAL LENDING,"",,11/11/2017,0,22030,26062,165,0,WV,1,West Virginia,5,FED,Richmond,29868220,,0,109 Three Springs Dr,-80.5489000401222,,CHARLESTON,51059,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Fairfax,13,54029,"","Weirton-Steubenville, WV-OH",United Bank,Weirton,WV,2024_22858_165
23219,DIF,SM,United States,22407,STATE,47900,493345,Virginia,12/01/2008,2024,State Agency,11,51,100.0,5,14594,United States,ATLANTIC UNION BANKSHARES CORPORATION,0,,0,20020244,,Fredericksburg,ONE,CB,EXACT,"",STATE,0,,11694,"1051 E Cary St, Ste 103",548,228028,1971693,177,34589,38.2900610139081,VA,4,CALL,0,Atlanta,693224,Chancellor Branch,1,,Spotsylvania,COMMERCIAL LENDING,"",,05/10/2014,0,23219,22407,165,0,VA,1,Virginia,5,FED,Richmond,24641518,,0,4109 Plank Rd,-77.531452028794,,GLEN ALLEN,51760,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Richmond City,13,51177,"Arlington-Alexandria-Reston, VA-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",Atlantic Union Bank,Fredericksburg,VA,2024_34589_165
45750,DIF,SM,United States,25506,STATE,0,362065,Ohio,11/30/2000,2024,State Agency,11,54,100.0,9,10185,United States,PEOPLES BANCORP INC.,0,3,0,7341526,,Branchland,ONE,CB,EXACT,"",STATE,0,,0,138 Putnam St,0,25288,1070578,43,6544,38.2722099908964,OH,4,CALL,0,Chicago,577128,West Hamlin Branch,0,,Lincoln,COMMERCIAL LENDING,Central,,09/18/2021,0,45750,25506,165,0,WV,1,West Virginia,4,FED,Cleveland,9216050,,0,40 Lincoln Plz,-82.1997250068,,MARIETTA,39167,"",Marietta,13,54043,"","",Peoples Bank,Branchland,OH,2024_6544_165
17602,DIF,N,United States,17701,OCC,48700,277086,Pennsylvania,01/01/1873,2024,Comptroller of the Currency,11,42,100.0,2,9396,United States,FULTON FINANCIAL CORPORATION,0,7,0,25761661,,Williamsport,ONE,CB,EXACT,"",FED,0,,0,1 Penn Sq,558,40701,1117129,81,7551,41.2495049979768,PA,4,CALL,0,New York,474919,Williamsport Branch,1,,Lycoming,COMMERCIAL LENDING,Midsize,,10/13/2018,0,17602,17701,165,0,PA,1,Pennsylvania,3,OCC,Philadelphia,31646370,,0,1732 E 3rd St,-76.9692849912538,,LANCASTER,42071,"Williamsport-Lock Haven, PA",Lancaster,3,42081,"","Williamsport, PA","Fulton Bank, National Association",Williamsport,PA,2024_7551_165
16125,DIF,N,United States,15237,OCC,38300,231731,Pennsylvania,12/11/1972,2024,Comptroller of the Currency,11,42,100.0,2,10358,United States,F.N.B. CORPORATION,0,7,0,35375939,,Pittsburgh,MULT,CB,EXACT,"",FED,0,,0,166 Main St,430,192280,3005332,3,7888,40.5814080129291,PA,4,CALL,0,New York,379920,Mccandless Branch,1,,Allegheny,COMMERCIAL LENDING,Midsize,,02/18/2005,0,16125,15237,165,0,PA,1,Pennsylvania,4,OCC,Cleveland,47577714,,0,9600 Perry Hwy,-80.0370390061462,,PITTSBURGH,42085,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Greenville,3,42003,"","Pittsburgh, PA",First National Bank of Pennsylvania,Pittsburgh,PA,2024_7888_165
22030,DIF,SM,United States,26062,STATE,48260,247778,Virginia,11/03/1986,2024,State Agency,11,54,100.0,5,10762,United States,"UNITED BANKSHARES, INC.",0,,0,23305317,,Weirton,ONE,CB,EXACT,"",STATE,0,,0,11185 Fairfax Blvd,430,12284,1076217,29,22858,40.3996080115436,VA,4,CALL,0,Atlanta,365325,Main Street Branch,1,,Hancock,COMMERCIAL LENDING,"",,11/11/2017,0,22030,26062,166,0,WV,1,West Virginia,5,FED,Richmond,29868220,,0,3567 Main St,-80.590835036985,,CHARLESTON,51059,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Fairfax,13,54029,"","Weirton-Steubenville, WV-OH",United Bank,Weirton,WV,2024_22858_166
19801,DIF,N,United States,18977,OCC,37980,266651,Delaware,06/30/1985,2024,Comptroller of the Currency,11,42,100.0,2,4410,Spain,"BANCO SANTANDER, S.A.",0,6,0,75364877,,Washington Crossing,ONE,CB,EXACT,"",FED,0,,33874,"824 N Market St, Ste 100",428,101535,1239254,17,29950,40.2891110164528,DE,4,CALL,0,New York,722777,Taylorsville Rd. Branch,1,,Bucks,COMMERCIAL LENDING,Large Bank,,12/31/1991,0,19801,18977,166,0,PA,1,Pennsylvania,3,OCC,Philadelphia,100562427,,0,1102 Taylorsville Rd,-74.8788110142941,,BOADILLA DEL MONTE MADRID,10003,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Wilmington,3,42017,"Montgomery County-Bucks County-Chester County, PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Santander Bank, N.A.",Washington Crossing,"",2024_29950_166
15222,DIF,SB,United States,15642,OCC,38300,518502,Pennsylvania,01/01/2010,2024,Comptroller of the Currency,11,42,99.9,2,8043,United States,DOLLAR MUTUAL BANCORP,0,1,0,9501226,,Irwin,ONE,SA,StreetAddress,"",FED,0,,0,340 4th Ave,430,100302,5218097,129,32245,40.318224256084,PA,4,CALL,0,New York,961624,North Huntingdon Branch,1,,Westmoreland,COMMERCIAL LENDING,Northeastern,,"",0,15222,15642,166,0,PA,1,Pennsylvania,4,OCC,Cleveland,11501630,,0,889 Magill Dr,-79.6893051692836,,PITTSBURGH,42003,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Pittsburgh,33,42129,"","Pittsburgh, PA","Dollar Bank, Federal Savings Bank",North Huntingdon,PA,2024_32245_166
45750,DIF,SM,United States,25302,STATE,16620,364626,Ohio,06/02/2003,2024,State Agency,11,54,100.0,9,10185,United States,PEOPLES BANCORP INC.,0,3,0,7341526,,Charleston,ONE,CB,EXACT,"",STATE,0,,0,138 Putnam St,170,122963,1070578,39,6544,38.3580750033064,OH,4,CALL,0,Chicago,577128,Bank Charleston Branch,1,,Kanawha,COMMERCIAL LENDING,Central,,09/18/2021,0,45750,25302,166,0,WV,1,West Virginia,4,FED,Cleveland,9216050,,0,201 Pennsylvania Ave,-81.6453070387455,,MARIETTA,39167,"Charleston-Huntington-Ashland, WV-OH-KY",Marietta,13,54039,"","Charleston, WV",Peoples Bank,Charleston,OH,2024_6544_166
17602,DIF,N,United States,17872,OCC,0,42997,Pennsylvania,01/01/1921,2024,Comptroller of the Currency,11,42,100.0,2,9396,United States,FULTON FINANCIAL CORPORATION,0,7,0,25761661,,Shamokin,ONE,CB,EXACT,"",FED,0,,0,1 Penn Sq,146,64212,1117129,97,7551,40.7904450086832,PA,4,CALL,0,New York,474919,Shamokin Branch,0,,Northumberland,COMMERCIAL LENDING,Midsize,,10/13/2018,1,17602,17872,166,0,PA,1,Pennsylvania,3,OCC,Philadelphia,31646370,,0,100 W Independence St,-76.5584900121011,,LANCASTER,42071,"Bloomsburg-Berwick-Sunbury, PA",Lancaster,3,42097,"","","Fulton Bank, National Association",Shamokin,PA,2024_7551_166
16125,DIF,N,United States,16066,OCC,38300,231732,Pennsylvania,12/28/1978,2024,Comptroller of the Currency,11,42,100.0,2,10358,United States,F.N.B. CORPORATION,0,7,0,35375939,,Cranberry Township,MULT,CB,EXACT,"",FED,0,,0,166 Main St,430,142853,3005332,19,7888,40.6824930108536,PA,4,CALL,0,New York,379920,Cranberry Township Branch,1,,Butler,COMMERCIAL LENDING,Midsize,,02/18/2005,0,16125,16066,166,0,PA,1,Pennsylvania,4,OCC,Cleveland,47577714,,0,20100 Route 19,-80.1000610273797,,PITTSBURGH,42085,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Greenville,3,42019,"","Pittsburgh, PA",First National Bank of Pennsylvania,Cranberry Township,PA,2024_7888_166
