GEOID,child_pov_rate,laborforce_nonparticipation_rate,civilian_unemployment_rate,male_16_19_unemployment_rate,male_20_21_unemployment_rate,male_22_24_unemployment_rate,male_25_29_unemployment_rate,male_30_34_unemployment_rate,male_35_44_unemployment_rate,male_45_54_unemployment_rate,male_55_59_unemployment_rate,male_60_61_unemployment_rate,male_62_64_unemployment_rate,female_16_19_unemployment_rate,female_20_21_unemployment_rate,female_22_24_unemployment_rate,female_25_29_unemployment_rate,female_30_34_unemployment_rate,female_35_44_unemployment_rate,female_45_54_unemployment_rate,female_55_59_unemployment_rate,female_60_61_unemployment_rate,female_62_64_unemployment_rate,male_16_19_laborforce_nonparticipation_rate,male_20_21_laborforce_nonparticipation_rate,male_22_24_laborforce_nonparticipation_rate,male_25_29_laborforce_nonparticipation_rate,male_30_34_laborforce_nonparticipation_rate,male_35_44_laborforce_nonparticipation_rate,male_45_54_laborforce_nonparticipation_rate,male_55_59_laborforce_nonparticipation_rate,male_60_61_laborforce_nonparticipation_rate,male_62_64_laborforce_nonparticipation_rate,female_16_19_laborforce_nonparticipation_rate,female_20_21_laborforce_nonparticipation_rate,female_22_24_laborforce_nonparticipation_rate,female_25_29_laborforce_nonparticipation_rate,female_30_34_laborforce_nonparticipation_rate,female_35_44_laborforce_nonparticipation_rate,female_45_54_laborforce_nonparticipation_rate,female_55_59_laborforce_nonparticipation_rate,female_60_61_laborforce_nonparticipation_rate,female_62_64_laborforce_nonparticipation_rate,mean_usual_hours_worked,male_underemployment_rate,female_underemployment_rate,self_employment_rate,industry_agriforestfishhuntmine_rate,industry_manufacturing_rate,industry_transportwarehouseutility_rate,poverty_education_lthighschool_rate,poverty_family_marriedcouple_rate,poverty_family_singledad_rate,poverty_family_singlemom_rate,poverty_family_under25_rate,poverty_grandparents_responsible_rate,grandparents_responsible_noparentpresent_rate,grandparents_responsible_length_gt1year_rate,poverty_language_nonenglish_rate,internet_no_internet_rate,childcare_centers,childcare_cost_percent_median_family_income,small_business_loan_dollars_per_capita,Urban_status,tract_name,county_name
24001001401,0.0655339805825243,0.374087591240876,0.0301263362487852,0,0,0,0,0,0.0398009950248756,0.0572916666666667,0,0,0,0,0,0,0.0339622641509434,0,0,0.0466321243523316,0.116279069767442,0,0.115384615384615,0.376068376068376,0.4,0,0,0.175824175824176,0,0.0634146341463415,0.419642857142857,0,0.528455284552846,0.375,0,0,0.0328467153284672,0.542635658914729,0.251256281407035,0.114678899082569,0.14,0.106060606060606,0.504761904761905,38.7,0.222334004024145,0.199024390243902,0.0816633266533066,0.00751503006012024,0.109719438877756,0.0435871743486974,0,1,0,0,0,0,0.0123152709359606,0.0135975135975136,0,0.0899014778325123,6,0.0970158535768616,388.194954690179,Mixed,"The tract encompassing the communities of Homewood, Winchester, Lucas Heights, Narrows Park, Allegany Grove, and Red Hill",Allegany County
24001001402,0.0454545454545455,0.387627251370399,0.0268542199488491,1,0,0,0,0,0.0769230769230769,0,0,0,0,0.318181818181818,0,0,0,0,0,0,0,0,0,0.285714285714286,0.303030303030303,0,0,0.0178571428571429,0,0.294736842105263,0.580645161290323,1,0.595238095238095,0.3125,0,0.266666666666667,0,0.0862068965517242,0.19047619047619,0.0921052631578947,0.2,0,0.232558139534884,38.2,0.194285714285714,0.257234726688103,0.212877792378449,0,0.101182654402103,0.011826544021025,0.2,0.8,0,0.2,0,0,0.00981767180925666,0.00686947988223749,0,0.0308555399719495,1,0.140289710704354,506.466984343091,Urban,The village-center of La Vale,Allegany County
24001001502,0.271708683473389,0.447885646217987,0.0711974110032362,0,0,0.625,0.123595505617978,0,0.148514851485149,0,0,0,0,0,0,1,0,0.125,0,0,0,0,0,0,0.685714285714286,0.172413793103448,0,0.117647058823529,0.0648148148148148,0.210191082802548,0.0975609756097561,0.789473684210526,0.769230769230769,0.391304347826087,0.363636363636364,0.392857142857143,0,0.123287671232877,0.194915254237288,0.0689655172413793,0.20353982300885,0.636363636363636,0.80327868852459,41,0.169265033407572,0.217021276595745,0.0824622531939605,0.00929152148664344,0.132404181184669,0.0336817653890825,0,1,0,0,0.180327868852459,1,0.0178147268408551,0.036281179138322,0,0.270783847980998,0,0.122831669735439,154.572564612326,Mixed,The tract encompassing the village-centers of Corriganville and Ellerslie,Allegany County
24001001503,0.187290969899666,0.380300957592339,0.0750551876379691,0,0,0,0,0,0.0803571428571429,0.106666666666667,0,0,0,0,0,0,0.424528301886792,0,0.0952380952380952,0,0,0,0,0.611111111111111,0.523809523809524,0,0,0,0.0894308943089431,0.137931034482759,0,0.770833333333333,0.1875,0.884615384615385,1,0,0,0,0.315217391304348,0.202072538860104,0.103448275862069,0.147058823529412,0,38.9,0.109375,0.208791208791209,0.0572792362768496,0,0.0536992840095465,0.094272076372315,0.166666666666667,0.833333333333333,0,0.166666666666667,0,0,0,0,0,0.197080291970803,1,0.186302469224265,250,Rural,The tract encompassing the village-centers of Barrelville and Mount Savage,Allegany County
24001001600,0.148351648351648,0.55736224028907,0.0795918367346939,0,0,0.523809523809524,0,0,0.0645161290322581,0,0,0,0,0.35,0,0,0.28,0,0,0,0.2,0,0,0.461538461538462,1,0,0,0,0,0,0.411764705882353,0.774193548387097,0.868852459016394,0,1,0.8125,0.342105263157895,0,0.489795918367347,0.153846153846154,0.5,0,0.930232558139535,37.6,0.165441176470588,0.327510917030568,0.130820399113082,0,0.0532150776053215,0.0487804878048781,0.0789473684210526,0.0789473684210526,0,0.921052631578947,0.68421052631579,0,0,0,1,0.133116883116883,2,0.149499750833749,430.805316653636,Mixed,The town-center of Frostburg,Allegany County
24001001700,0.0613207547169811,0.490231439735497,0.0499405469678954,0,0,0,0,0,0.0838323353293413,1,0,0,0,0,0,0,0,0,0.0711111111111111,0.0679012345679012,0.418181818181818,0,0,0,0.3125,0,0.0833333333333333,0.119047619047619,0,0.830508474576271,0.185840707964602,0.470588235294118,1,0.25,0.91219512195122,0.686131386861314,0.22093023255814,0.244897959183673,0.0174672489082969,0.221153846153846,0.710526315789474,0.172413793103448,1,35.5,0.285431119920714,0.44484412470024,0.0131414267834793,0.0275344180225282,0.0556946182728411,0.0763454317897372,0,0.514851485148515,0,0.485148514851485,0,0,0,0.0102495543672014,0,0.0924072984108299,4,0.211165797638192,2951.45631067961,Mixed,"The tract encompassing the village-centers of Eckhart Mines, Grahamtown, and Clarysville",Allegany County
24001001800,0.192019950124688,0.488345970233081,0.079582875960483,0.255555555555556,0.0754716981132076,0,0.357575757575758,0,0,0,0,0,0,0.0728476821192053,0.0465116279069768,0.123456790123457,0,0,0,0.194174757281553,0,0,0,0.690721649484536,0.651315789473684,0.484042553191489,0,0,0.188405797101449,0.290697674418605,0.256756756756757,0,0.344827586206897,0.713472485768501,0.790754257907543,0.402214022140221,0.0769230769230769,0.140625,0.0476190476190476,0,0.130434782608696,0,0.121212121212121,32.6,0.441330998248687,0.398134863701578,0.075134168157424,0.00178890876565295,0.062015503875969,0.0232558139534884,0.551401869158879,0.0186915887850467,0.551401869158879,0.429906542056075,0,0,0.00296076980014804,0.0112023898431665,0,0.0643967431532198,3,0.0808796353332512,465.521596362718,Mixed,The neighborhood of Braddock Estates,Allegany County
24001001900,0.131987577639752,0.338461538461539,0.0888429752066116,0.285714285714286,0,0,0,0,0.180555555555556,0,0,0,0,0.109375,0,0,0.0251572327044025,0.0303030303030303,0.0782608695652174,0,0,0,0,0.358778625954198,0.243243243243243,0,0.036144578313253,0.0731707317073171,0.149171270718232,0.222972972972973,0.103448275862069,0.269230769230769,0.22,0.0985915492957746,0,0.8125,0.0421686746987952,0.467741935483871,0.23841059602649,0.107784431137725,0.413333333333333,0.125,0.478260869565217,37.4,0.206128133704735,0.325227963525836,0.0385487528344671,0.00226757369614512,0.0513983371126228,0.0400604686318972,0.315789473684211,0.543859649122807,0.43859649122807,0.0175438596491228,0.421052631578947,0,0.00173460537727667,0.00897666068222621,0,0.15091066782307,2,0.127726468854392,186.905632772495,Mixed,"The tract encompassing the village-centers of Shaft, Vale Summit, Midlothian, and Midland",Allegany County
24001002000,0,0.52150416572844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617021276595745,0,0.740740740740741,0,0.27,0.0226537216828479,0.492924528301887,0.277258566978193,0.275862068965517,0.536585365853659,0.574468085106383,0,0.89041095890411,0.798611111111111,0.53968253968254,0.240740740740741,0.453744493392071,0.466165413533835,0,0.483660130718954,39.6,0.0869191049913941,0.173867228661749,0.112470588235294,0,0.114352941176471,0.0734117647058824,0,1,0,0,0,0,0.00741045697818032,0.02453653217012,0,0.130918073281186,7,0.157031382117749,283.637032946807,Mixed,"The tract encompassing the village-centers of Cresaptown, Bier, Rawlings, and Bel Air",Allegany County
24001002100,0.181132075471698,0.546351931330472,0.0827783063748811,0.428571428571429,0,0,0.148148148148148,0.328571428571429,0.11340206185567,0.018018018018018,0.0121951219512195,0,0.210526315789474,0,0.161290322580645,0.12,0.152173913043478,0,0.05,0,0,0,0,0.455555555555556,0.51063829787234,0.627906976744186,0.108108108108108,0.213483146067416,0.133928571428571,0.529661016949153,0.154639175257732,0.333333333333333,0.577777777777778,0.9,0,0.152542372881356,0.26984126984127,0.528571428571429,0.230769230769231,0.428571428571429,0.188405797101449,0.216216216216216,0.62,37.3,0.207584830339321,0.364150943396226,0.0653526970954357,0.0114107883817427,0.0881742738589212,0.0632780082987552,0.428571428571429,0.228571428571429,0.438095238095238,0.333333333333333,0.0666666666666667,0,0,0.00677083333333333,0,0.147441457068517,2,0.119664764511063,745.762711864407,Rural,"The tract encompassing the village-centers of Gilmore, Lonaconing, and Barton",Allegany County
24001002200,0.298588490770901,0.482093663911846,0.023936170212766,0.586206896551724,0,0,0,0,0.00591715976331361,0.116438356164384,0,0,0,0,0,0,0.0188679245283019,0,0,0,0,0,0,0.736363636363636,0.191176470588235,0,0.0845070422535211,0.120567375886525,0,0.378723404255319,0.183673469387755,0.226415094339623,0.795918367346939,0.691176470588235,0.328571428571429,0.363636363636364,0.293333333333333,0.69811320754717,0.331168831168831,0.401015228426396,0.25,0.428571428571429,0.529411764705882,37.1,0.123581336696091,0.389044943820225,0.05858310626703,0.0231607629427793,0.162806539509537,0.0551771117166213,0,0.25974025974026,0.0909090909090909,0.649350649350649,0.37012987012987,1,0.00681198910081744,0.00476809709579541,0,0.103542234332425,1,0.125399204849117,184.217541988803,Mixed,"The tract encompassing the village-centers of Dawson, Luke, Westernport, McCoole, and Danville",Allegany County
24001002300,0.257315842583249,0.535768645357686,0.103512880562061,0,0.707142857142857,0,0,0,0,0.125391849529781,0.263736263736264,0,0,0,0.780487804878049,0,0,0,0,0,0.155172413793103,0,0,0.506849315068493,0.339622641509434,0.0851063829787234,0.571428571428571,0.0702702702702703,0.164772727272727,0.126027397260274,0.576744186046512,0.0813008130081301,0.905172413793103,0,0,0.625,0.2,0.466321243523316,0.674157303370787,0.262135922330097,0.165467625899281,0,0.619834710743802,37.8,0.192203082502267,0.253306205493388,0.0417972831765935,0.00992685475444096,0.0721003134796238,0.0731452455590387,0.0743243243243243,0,0.0743243243243243,0.925675675675676,0,1,0.00962695547533093,0.00627286983795086,0,0.138387484957882,6,0.101819024446762,160.431654676259,Mixed,The village-center of Bowmans Addition,Allegany County
24003701101,0.00966702470461869,0.372670807453416,0.0146502835538752,0,0,0,0.168421052631579,0,0,0,0,0.283018867924528,0,0,0,0,0,0,0,0,0,0,0,0.849315068493151,1,0,0.214876033057851,0,0,0.0679012345679012,0,0.171875,0,0.7,0,0.295454545454545,0,0.0462962962962963,0,0.199134199134199,0.208053691275168,0.475609756097561,0.731707317073171,38.5,0.18213356461405,0.359537572254335,0.10599520383693,0,0.075779376498801,0.0163069544364508,0,1,0,0,0,0,0.0092531394580304,0.00872776099362202,0,0.0350297422339722,3,0.13435173672227,1288.56539093684,Mixed,The village-center of Riva,Anne Arundel County
24003701103,0,0.26726618705036,0.0390977443609023,0,0,0,0,0,0,0,0.261538461538462,0,0.205882352941176,0,0.607142857142857,0,0,0,0,0,0,0,0.209677419354839,1,0,1,0,0,0,0,0,0,0,0,0,0,0.098159509202454,0,0.309904153354633,0.375,0.626262626262626,0.67741935483871,0.205128205128205,38,0.0852105778648384,0.407684098185699,0.0792905581637976,0.00782472613458529,0.0276473656755347,0.0276473656755347,0,0,0,0,0,0,0,0,0,0.0168350168350168,2,0.103882485875706,589.640287769784,Mixed,The town-center of Edgewater,Anne Arundel County
24003701104,0.0414878397711016,0.353950661422953,0.0359712230215827,0,0,0.558139534883721,0,0,0,0,0,0,0,0,0,1,0,0,0.108247422680412,0,0,0,0,0.451219512195122,0,0,0.163934426229508,0.0441176470588235,0,0.0655737704918033,0.118421052631579,0.105263157894737,0.428571428571429,1,0,0,0.0531914893617021,0,0.0849056603773585,0.110344827586207,0.114942528735632,0.538461538461538,0.368421052631579,39.1,0.102416570771001,0.175757575757576,0.13662456946039,0,0.0269804822043628,0.0625717566016074,0,0.30952380952381,0,0.690476190476191,0,0,0,0,0,0.00658376005852231,5,0.121508733440216,1444.28022465268,Mixed,The neighborhood of Pine Whiff Beach,Anne Arundel County
24003701201,0,0.269501376567758,0.0665829145728643,0.543956043956044,0,0.540229885057471,0,0,0.0599078341013825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451807228915663,0,0.043956043956044,0,0,0,0.275401069518717,0.15,0,0.71830985915493,0,0.277777777777778,0.225,0.635416666666667,0.0633802816901408,0.133004926108374,0.158045977011494,0.135869565217391,0,0.186991869918699,37.7,0.23539668700959,0.255244755244755,0.060116644235083,0.00807537012113055,0.060116644235083,0.00852400179452669,0,0,0,0,0,0,0,0.010183299389002,0,0.00431965442764579,4,0.124280647358655,556.334371754933,Mixed,The village-center of Mayo,Anne Arundel County
24003701202,0.0550218340611354,0.339715694807079,0.0409434801958166,0.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0.590361445783133,0.0844444444444445,0,0,0,0,0,0.401273885350319,0,0,0.0606060606060606,0.212827988338192,0,0.160621761658031,0.36046511627907,0.661764705882353,0.8,0.797297297297297,0,0,0,0.22680412371134,0.153558052434457,0.076158940397351,0.597014925373134,0,0.494117647058824,38.3,0.156678082191781,0.23932384341637,0.116937354988399,0,0.0213457076566125,0.0259860788863109,0.423423423423423,0.432432432432432,0,0.567567567567568,0,1,0,0.00794965220271613,0,0.0554171855541719,3,0.0816887579774178,524.608501118568,Mixed,The village-center of Selby-on-the-Bay,Anne Arundel County
24003701301,0.111940298507463,0.386275097392868,0.04833984375,0,0,0,0,0,0,0.010752688172043,0,0,0,0,0.611111111111111,0,0,0,0,0,0.263345195729537,0,0,0.806201550387597,0.55,0.491525423728814,0.34965034965035,0,0.333333333333333,0.076158940397351,0.0938967136150235,0,0.253333333333333,0.25974025974026,0,0,0,0,0.253164556962025,0.43202416918429,0.168639053254438,0.693877551020408,0.322033898305085,39.8,0.11207729468599,0.233253588516746,0.145715751667522,0,0.0153925089789636,0.0148794253463315,0,0.509803921568627,0,0.490196078431373,0,0,0,0,0,0.0124450951683748,4,0.0769454545454545,824.07188460629,Mixed,"The tract encompassing the communities of Kings Retreat, Birdsville, Riverwood, Avila, Meadowoods of Davidsonville, Patuxent Manor, Hardesty Estates, Parvilla, Royale Glen, Velmeade, Dixon Estates, Eickelberry Woods, Davidsonville, and Ashley",Anne Arundel County
24003701302,0.0748847926267281,0.383132530120482,0.072265625,0,0,0,0,0.0447154471544715,0,0.0804195804195804,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.826771653543307,0,0,0,0.0610687022900763,0.0536585365853659,0.00348432055749129,0,0.308823529411765,0.51,0.634517766497462,0.0476190476190476,0,0.578947368421053,0.343023255813954,0.466666666666667,0.12396694214876,0.00943396226415094,0.914285714285714,0.523809523809524,39.2,0.0611835506519559,0.281373844121532,0.158421052631579,0,0.0152631578947368,0.0405263157894737,0,1,0,0,0,0,0,0.00573271228950197,0,0.0573710965867829,5,0.0894028408715847,1290.84065244668,Rural,"The tract encompassing the communities of King Manor, Merrywood, Lothian Woods, Cheston, Davidsonville Woods, Hunt Valley Estates, Mount Zion, Merrywood Manor, The Sands, Trails End Trailer Park, Davidsonville Gardens, Hawthorne Woods, Hunt Chapel, Chinquapin Crest, Friends Choice, Foxhall Estates, Lothian Estates, Maryland Manor Trailer Park, Harwood, Dodon, Rustic Knolls, and Baynard",Anne Arundel County
24003701400,0.0127388535031847,0.423891462607545,0.0162224797219003,0,0,0,0,0,0.02,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.458333333333333,0.380952380952381,0.2,0,0,0,0,0.253164556962025,0.333333333333333,0,0,0,0,0.355670103092784,0.231155778894472,0.26171875,0.296875,0.481481481481482,41.3,0.0589005235602094,0.299479166666667,0.161955241460542,0.0294464075382803,0.0300353356890459,0.00647820965842167,0,1,0,0,0,0,0,0.00482374768089054,0,0.0671296296296296,8,0.126548264270903,894.254787676936,Mixed,The village-center of Galesville,Anne Arundel County
24003702100,0,0.337090909090909,0.0197476686780033,0,0,0,0.0625,0.236111111111111,0,0,0,0,0,0,0,0,0,0,0.0343137254901961,0,0,0,0.2,1,0,0,0,0,0,0,0.107266435986159,0.420168067226891,0.240875912408759,0,0,0,0.3125,0,0.15527950310559,0.109090909090909,0.411552346570397,0.196078431372549,0.5625,37.9,0.14856136230182,0.248661511005354,0.181029658645775,0.00727476217123671,0.0609960828203693,0.0439283715724678,0,0,0,0,0,0,0,0,0,0.0395882818685669,4,0.0740551447296269,951.917224589166,Mixed,"The tract encompassing the village-centers of Arden on the Severn, Crownsville, and Herald Harbor",Anne Arundel County
24003702204,0,0.279553679131484,0.0287040945546644,0,0,0.111111111111111,0.112903225806452,0,0,0,0.0495867768595041,0,0,0,0,0,0.259259259259259,0,0,0,0,0,0,0.425742574257426,0,0,0.121951219512195,0.0514705882352941,0.0272108843537415,0.0188679245283019,0.103703703703704,0,0,0.329787234042553,0,0,0.578125,0,0.358433734939759,0.0791738382099828,0.457943925233645,0.166666666666667,0.285714285714286,38.5,0.101513802315227,0.24263431542461,0.0725771403737505,0,0.0234680573663625,0.0278139939156888,0,0,0,0,0,0,0,0.00593990216631726,0,0.0131744040150565,4,0.0836527929901424,311.301084236864,Mixed,"The tract encompassing the neighborhoods of Stonegate Village, The Greens of Crofton, Crofton Woods, and Crofton South",Anne Arundel County
